ประทับเวลา	ภาคส่วนการทำงานของท่านคืออะไร? 	อายุ	เพศ	ปัจจุบันคุณอาศัยอยู่ในลักษณะใด?	รายได้ของครอบครัวต่อเดือน	ลองนึกภาพบันไดนี้แทนระดับฐานะทางสังคมของคุณ ได้แก่ การศึกษา การเงิน และมีงานที่ได้รับการเคารพนับถือ ขั้นบนสุดคือดีที่สุด ขั้นล่างสุดคือแย่ที่สุด  คุณคิดว่าตัวเองอยู่ตรงไหนบนบันไดนี้?	โดยเฉลี่ยแล้ว คุณใช้เวลาบนแพลตฟอร์มโซเชียลมีเดีย (Facebook, Instagram, TikTok, X ฯลฯ) กี่ชั่วโมงต่อวัน?	คุณทำสิ่งต่อไปนี้บนโซเชียลมีเดียบ่อยแค่ไหน? [ดูฟีดของเหล่าอินฟลูเอนเซอร์หรือคนที่ดูเหมือนจะร่ำรวยหรือประสบความสำเร็จมากกว่าคุณ]	คุณทำสิ่งต่อไปนี้บนโซเชียลมีเดียบ่อยแค่ไหน? [ชมภาพถ่ายหรือวิดีโอเกี่ยวกับการท่องเที่ยวสุดหรู สินค้าราคาแพง หรือวิถีชีวิตในอุดมคติ โดยไม่มีปฏิสัมพันธ์ (เช่น การกดไลค์/แสดงความคิดเห็น)]	คุณทำสิ่งต่อไปนี้บนโซเชียลมีเดียบ่อยแค่ไหน? [เลื่อนดูข้อความอัปเดตจากเพื่อนหรือคนรู้จักที่ดูเหมือนจะประสบความสำเร็จในชีวิตมากกว่าคุณ]	มีคนสนิทกี่คนที่คุณสามารถพึ่งพาได้หากคุณมีปัญหาใหญ่ในชีวิตส่วนตัว?	ผู้คนให้ความสนใจและห่วงใยในสิ่งที่คุณทำมากน้อยแค่ไหน?	หากต้องการความช่วยเหลือจากเพื่อนบ้าน คุณจะได้รับความช่วยเหลือง่ายแค่ไหน?	คำกล่าวนี้ตรงกับตัวคุณหรือสถานการณ์ของคุณมากน้อยแค่ไหน? [ตอนนี้ฐานะการเงินของฉันค่อนข้างลำบาก]	คำกล่าวนี้ตรงกับตัวคุณหรือสถานการณ์ของคุณมากน้อยแค่ไหน? [จากสถานการณ์ทางการเงินของฉัน ฉันรู้สึกว่าจะไม่มีวันได้สิ่งต่างๆ ที่ฉันต้องการในชีวิต]	คำกล่าวนี้ตรงกับตัวคุณหรือสถานการณ์ของคุณมากน้อยแค่ไหน? [ฉันกังวลว่าเงินที่ฉันมีอยู่ในตอนนี้ หรือเงินที่จะเก็บออมในอนาคตอาจไม่เพียงพอ]	คำกล่าวนี้ตรงกับตัวคุณหรือสถานการณ์ของคุณมากน้อยแค่ไหน? [ฉันสามารถรับมือกับค่าใช้จ่ายทางการเงินก้อนใหญ่ที่ไม่คาดคิดได้]	คำกล่าวนี้ตรงกับชีวิตคุณบ่อยแค่ไหน? [ฉันมีเงินเหลือตอนสิ้นเดือน]	คำกล่าวนี้ตรงกับชีวิตคุณบ่อยแค่ไหน? [ข้อจำกัดทางการเงินส่งผลต่อชีวิตของฉัน]	ในช่วงสองสัปดาห์ที่ผ่านมา คุณรู้สึกแบบนี้บ่อยแค่ไหน... [ฉันรู้สึกร่าเริงและอารมณ์ดี]	ในช่วงสองสัปดาห์ที่ผ่านมา คุณรู้สึกแบบนี้บ่อยแค่ไหน... [ฉันรู้สึกสงบและผ่อนคลาย]	ในช่วงสองสัปดาห์ที่ผ่านมา คุณรู้สึกแบบนี้บ่อยแค่ไหน... [ฉันรู้สึกกระฉับกระเฉงและมีพลัง]	ในช่วงสองสัปดาห์ที่ผ่านมา คุณรู้สึกแบบนี้บ่อยแค่ไหน... [ฉันตื่นขึ้นมาด้วยความรู้สึกสดชื่นและพักผ่อนเต็มที่]	ในช่วงสองสัปดาห์ที่ผ่านมา คุณรู้สึกแบบนี้บ่อยแค่ไหน... [ชีวิตประจำวันของฉันเต็มไปด้วยสิ่งที่ฉันสนใจ]
22/3/2026, 20:45:38	การค้าส่ง ค้าปลีก และการซ่อมแซม	25 — 34 ปี	ชาย	อยู่กับครอบครัว / ผู้ปกครอง	80,001 — 150,000 บาท	9	2 — 4 ชั่วโมง	น้อย	บ่อยครั้ง	บางครั้ง	3 — 5 คน	มาก	เป็นไปได้	บ้าง	น้อยมาก	น้อยมาก	ไม่เลย	ตลอด	ตลอด	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา
22/3/2026, 20:48:21	นักเรียน/นักศึกษา																							
22/3/2026, 20:59:44	นักเรียน/นักศึกษา																							
22/3/2026, 21:07:19	นักเรียน/นักศึกษา																							
22/3/2026, 21:15:41	การบริหารราชการและรัฐวิสาหกิจ	25 — 34 ปี	หญิง	อยู่กับครอบครัว / ผู้ปกครอง	20,001 — 30,000 บาท	5	2 — 4 ชั่วโมง	บ่อยครั้ง	บ่อยครั้ง	บ่อยครั้ง	1 — 2 คน	มาก	ง่าย	น้อยมาก	บ้าง	ส่วนใหญ่	น้อยมาก	ตลอด	ตลอด	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา
22/3/2026, 21:22:25	ขายของออนไลน์	25 — 34 ปี	หญิง	อยู่กับเพื่อน / คู่รัก / แชร์ที่พัก	น้อยกว่า 10,000 บาท	5	มากกว่า 6 ชั่วโมง	บางครั้ง	บางครั้ง	บางครั้ง	1 — 2 คน	ไม่เเน่ใจ	เป็นไปได้	ตลอดเวลา	ตลอดเวลา	ตลอดเวลา	น้อยมาก	ไม่เคย	ตลอด	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
23/3/2026, 1:12:41	นักเรียน/นักศึกษา																							
23/3/2026, 6:48:09	การสื่อสารและเทคโนโลยีสารสนเทศ	18 — 24 ปี	ชาย	อยู่กับครอบครัว / ผู้ปกครอง	น้อยกว่า 10,000 บาท	2	2 — 4 ชั่วโมง	น้อย	น้อย	บางครั้ง	ไม่มี	น้อย	ยาก	ตลอดเวลา	ส่วนใหญ่	ตลอดเวลา	ไม่เลย	ตลอด	ตลอด	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	บางครั้ง	บางครั้ง
23/3/2026, 8:25:37	ไฟฟ้า	18 — 24 ปี	ชาย	อยู่กับเพื่อน / คู่รัก / แชร์ที่พัก	80,001 — 150,000 บาท	5	1 — 2 ชั่วโมง	บางครั้ง	ไม่เคย	น้อย	1 — 2 คน	น้อย	ยาก	บ้าง	น้อยมาก	บ้าง	ส่วนใหญ่	ไม่เคย	ตลอด	น้อยกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา
23/3/2026, 9:51:22	การสื่อสารและเทคโนโลยีสารสนเทศ	18 — 24 ปี	หญิง	อยู่กับครอบครัว / ผู้ปกครอง	10,000 — 20,000 บาท	5	มากกว่า 6 ชั่วโมง	น้อย	บ่อยครั้ง	น้อย	1 — 2 คน	ไม่เเน่ใจ	เป็นไปได้	บ้าง	ไม่เลย	บ้าง	น้อยมาก	ตลอด	ตลอด	บางครั้ง	บางครั้ง	บางครั้ง	ไม่เคยเลย	ไม่เคยเลย
23/3/2026, 10:38:55	การศึกษา	18 — 24 ปี	ไม่ต้องการระบุ	อยู่กับครอบครัว / ผู้ปกครอง	น้อยกว่า 10,000 บาท	5	มากกว่า 6 ชั่วโมง	บ่อยมาก	บ่อยครั้ง	บ่อยครั้ง	3 — 5 คน	มาก	เป็นไปได้	บ้าง	บ้าง	ส่วนใหญ่	ส่วนใหญ่	ตลอด	ตลอด	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา
23/3/2026, 12:17:44	การค้าส่ง ค้าปลีก และการซ่อมแซม	18 — 24 ปี	ชาย	อยู่กับเพื่อน / คู่รัก / แชร์ที่พัก	10,000 — 20,000 บาท	7	4 — 6 ชั่วโมง	บ่อยครั้ง	บางครั้ง	บางครั้ง	1 — 2 คน	ไม่เเน่ใจ	เป็นไปได้	บ้าง	บ้าง	บ้าง	บ้าง	ตลอด	ตลอด	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
23/3/2026, 13:55:18	การศึกษา	18 — 24 ปี	หญิง	อยู่กับครอบครัว / ผู้ปกครอง	20,001 — 30,000 บาท	6	4 — 6 ชั่วโมง	บ่อยครั้ง	น้อย	บางครั้ง	1 — 2 คน	ไม่เเน่ใจ	ง่ายมาก	น้อยมาก	ไม่เลย	บ้าง	บ้าง	ไม่เคย	ตลอด	ตลอด	ตลอด	ตลอด	ตลอด	ตลอด
23/3/2026, 15:28:07	ที่พักแรมและบริการด้านอาหาร	18 — 24 ปี	ชาย	อยู่กับครอบครัว / ผู้ปกครอง	น้อยกว่า 10,000 บาท	5	1 — 2 ชั่วโมง	บางครั้ง	น้อย	น้อย	1 — 2 คน	ไม่เเน่ใจ	เป็นไปได้	ส่วนใหญ่	ส่วนใหญ่	บ้าง	บ้าง	ตลอด	ตลอด	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	บางครั้ง	น้อยกว่าครึ่งหนึ่งของเวลา
23/3/2026, 16:41:33	การศึกษา	18 — 24 ปี	หญิง	อยู่คนเดียว	10,000 — 20,000 บาท	7	1 — 2 ชั่วโมง	ไม่เคย	ไม่เคย	ไม่เคย	มากกว่า 5 คน	มากที่สุด	ง่ายมาก	ไม่เลย	ไม่เลย	ไม่เลย	ส่วนใหญ่	ตลอด	ตลอด	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ตลอด	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา
23/3/2026, 17:09:52	การบริหารราชการและรัฐวิสาหกิจ	25 — 34 ปี	ชาย	อยู่กับครอบครัว / ผู้ปกครอง	10,000 — 20,000 บาท	6	1 — 2 ชั่วโมง	น้อย	น้อย	บางครั้ง	1 — 2 คน	ไม่เเน่ใจ	ยาก	น้อยมาก	น้อยมาก	บ้าง	ส่วนใหญ่	ไม่เคย	ไม่เคย	ตลอด	ตลอด	ตลอด	ตลอด	ตลอด
23/3/2026, 17:48:19	นักเรียน/นักศึกษา																							
23/3/2026, 18:22:41	ที่พักแรมและบริการด้านอาหาร	18 — 24 ปี	หญิง	อยู่กับเพื่อน / คู่รัก / แชร์ที่พัก	10,000 — 20,000 บาท	6	4 — 6 ชั่วโมง	บางครั้ง	น้อย	บางครั้ง	1 — 2 คน	ไม่เเน่ใจ	เป็นไปได้	บ้าง	บ้าง	บ้าง	บ้าง	ไม่เคย	ตลอด	มากกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	บางครั้ง
23/3/2026, 19:05:37	การเกษตรกรรม ป่าไม้ และประมง	18 — 24 ปี	หญิง	อยู่กับครอบครัว / ผู้ปกครอง	30,001 — 50,000 บาท	6	มากกว่า 6 ชั่วโมง	บางครั้ง	บางครั้ง	น้อย	1 — 2 คน	มาก	ยากมาก	บ้าง	ไม่เลย	บ้าง	บ้าง	ตลอด	ตลอด	น้อยกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	บางครั้ง	บางครั้ง
23/3/2026, 19:57:22	การศึกษา	18 — 24 ปี	หญิง	อยู่กับครอบครัว / ผู้ปกครอง	50,001 — 80,000 บาท	6	2 — 4 ชั่วโมง	ไม่เคย	บางครั้ง	ไม่เคย	ไม่มี	ไม่เเน่ใจ	ยากมาก	น้อยมาก	ไม่เลย	บ้าง	น้อยมาก	ตลอด	ตลอด	บางครั้ง	บางครั้ง	บางครั้ง	ไม่เคยเลย	บางครั้ง
23/3/2026, 20:44:09	การบริหารราชการและรัฐวิสาหกิจ	35 — 44 ปี	ชาย	อยู่กับครอบครัว / ผู้ปกครอง	30,001 — 50,000 บาท	7	2 — 4 ชั่วโมง	น้อย	บางครั้ง	บางครั้ง	3 — 5 คน	ไม่เเน่ใจ	เป็นไปได้	บ้าง	บ้าง	บ้าง	บ้าง	ไม่เคย	ตลอด	บางครั้ง	บางครั้ง	ไม่เคยเลย	บางครั้ง	บางครั้ง
23/3/2026, 21:31:55	การศึกษา	18 — 24 ปี	หญิง	อยู่คนเดียว	10,000 — 20,000 บาท	5	4 — 6 ชั่วโมง	บ่อยครั้ง	บ่อยครั้ง	บ่อยครั้ง	1 — 2 คน	ไม่เเน่ใจ	เป็นไปได้	ส่วนใหญ่	ไม่เลย	บ้าง	บ้าง	ไม่เคย	ตลอด	น้อยกว่าครึ่งหนึ่งของเวลา	บางครั้ง	บางครั้ง	ไม่เคยเลย	น้อยกว่าครึ่งหนึ่งของเวลา
25/3/2026, 9:14:28	สุขภาพและกิจกรรมทางสังคม	25 — 34 ปี	ไม่ต้องการระบุ	อยู่กับครอบครัว / ผู้ปกครอง	น้อยกว่า 10,000 บาท	3	2 — 4 ชั่วโมง	บางครั้ง	บางครั้ง	บางครั้ง	ไม่มี	น้อย	ยาก	ตลอดเวลา	บ้าง	ตลอดเวลา	ตลอดเวลา	ไม่เคย	ตลอด	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
